ReqID,Requirement,Source,Priority,TestID,TestArtifact,CodeRef,Status
REQ-PSM-011,"Execution keeps failure-detail artifacts semantically consistent with summary counts by emitting populated failure detail or an explicit unavailable-details state","docs/requirements-pester-service-model-srs.md",High,TEST-PSM-011,"tests/PesterFailureProducerConsistency.Tests.ps1;tests/Invoke-PesterExecutionFinalize.Tests.ps1;tests/PesterFailurePayloadShape.Tests.ps1;tests/Write-PesterSummaryToStepSummary.Tests.ps1;tests/Write-PesterSummaryToStepSummary.CompactMode.Tests.ps1;tools/priority/__tests__/pester-service-model-local-harness-contract.test.mjs","Invoke-PesterTests.ps1;tools/Invoke-PesterExecutionFinalize.ps1;tools/PesterFailurePayload.ps1;scripts/Write-PesterSummaryToStepSummary.ps1;tools/Write-PesterTopFailures.ps1;tools/Print-PesterTopFailures.ps1",Implemented
REQ-PSM-012,"Selection and execution preserve a named execution pack or test group through receipts, local entrypoints, and evidence; IncludePatterns are only refinements","docs/requirements-pester-service-model-srs.md",High,TEST-PSM-012,"tools/priority/__tests__/pester-service-model-workflow-contract.test.mjs;tools/priority/__tests__/pester-service-model-local-harness-contract.test.mjs;tests/PesterExecutionPacks.Tests.ps1",".github/workflows/pester-selection.yml;package.json;Invoke-PesterTests.ps1;tools/Run-PesterExecutionOnly.Local.ps1;tools/PesterExecutionPacks.ps1",Implemented
REQ-PSM-013,"The local harness detects unsafe synchronized or externally managed results and session-lock roots, such as OneDrive-managed directories, and relocates or blocks explicitly","docs/requirements-pester-service-model-srs.md",High,TEST-PSM-013,"PesterPathHygiene.Tests.ps1;Run-PesterExecutionOnly.Local.PathHygiene.Tests.ps1","tools/PesterPathHygiene.ps1;tools/Run-PesterExecutionOnly.Local.ps1;tools/Session-Lock.ps1",Implemented
REQ-PSM-014,"Non-host-dependent service-model layers are reproducible locally from retained artifacts without rerunning the full workflow","docs/requirements-pester-service-model-srs.md",High,TEST-PSM-014,"Invoke-PesterEvidenceClassification.Tests.ps1;Replay-PesterServiceModelArtifacts.Local.Tests.ps1",".github/workflows/pester-evidence.yml;tools/Invoke-PesterExecutionPostprocess.ps1;tools/Invoke-PesterEvidenceClassification.ps1;tools/Replay-PesterServiceModelArtifacts.Local.ps1;tools/Write-PesterTotals.ps1",Implemented
REQ-PSM-015,"Dispatcher side effects are decomposed so finalize, postprocess, and evidence own summary, session-index, dashboard, leak-report, and publication behavior","docs/requirements-pester-service-model-srs.md",High,TEST-PSM-015,"tools/priority/__tests__/pester-service-model-local-harness-contract.test.mjs;tests/Invoke-PesterExecutionFinalize.Tests.ps1;tests/Invoke-PesterExecutionPublication.Tests.ps1;tests/Invoke-PesterTests.Summary.Tests.ps1","Invoke-PesterTests.ps1;tools/Invoke-PesterExecutionFinalize.ps1;tools/Invoke-PesterExecutionPostprocess.ps1;tools/Invoke-PesterExecutionPublication.ps1;scripts/Write-PesterSummaryToStepSummary.ps1;tools/Write-SessionIndexSummary.ps1",Implemented
REQ-PSM-016,"Long-running execution emits durable progress telemetry that survives live-log unavailability and distinguishes forward progress from deadlock","docs/requirements-pester-service-model-srs.md",High,TEST-PSM-016,"tests/Invoke-PesterExecutionTelemetry.Tests.ps1;tools/priority/__tests__/pester-service-model-local-harness-contract.test.mjs;tools/priority/__tests__/pester-service-model-workflow-contract.test.mjs;tests/Replay-PesterServiceModelArtifacts.Local.Tests.ps1","Invoke-PesterTests.ps1;.github/workflows/pester-run.yml;tools/Invoke-PesterExecutionTelemetry.ps1;tools/Run-PesterExecutionOnly.Local.ps1;tools/Replay-PesterServiceModelArtifacts.Local.ps1",Implemented
REQ-PSM-017,"Receipts and derived artifacts are schema contracts with version-governed readers that fail closed on incompatible changes","docs/requirements-pester-service-model-srs.md",High,TEST-PSM-017,"tests/PesterServiceModelSchema.Tests.ps1;tests/Invoke-PesterExecutionPostprocess.Tests.ps1;tests/Invoke-PesterEvidenceClassification.Tests.ps1;tests/Replay-PesterServiceModelArtifacts.Local.Tests.ps1;tools/priority/__tests__/pester-service-model-workflow-contract.test.mjs","tools/PesterServiceModelSchema.ps1;tools/Invoke-PesterExecutionPostprocess.ps1;tools/Invoke-PesterEvidenceClassification.ps1;tools/Replay-PesterServiceModelArtifacts.Local.ps1;.github/workflows/pester-run.yml;.github/workflows/pester-evidence.yml",Implemented
REQ-PSM-018,"Promotion beyond the integration rail requires retained requirement-to-run comparison evidence against the current baseline on representative named packs","docs/requirements-pester-service-model-srs.md",High,TEST-PSM-018,"tools/priority/__tests__/pester-service-model-release-evidence-provenance.test.mjs;tools/priority/__tests__/pester-service-model-release-evidence-workflow-contract.test.mjs;tools/priority/__tests__/pester-service-model-local-harness-contract.test.mjs","docs/pester-service-model-promotion-comparison.json;docs/knowledgebase/Pester-Service-Model.md;docs/rtm-pester-service-model.csv;.github/workflows/pester-service-model-release-evidence.yml;tools/priority/render-pester-service-model-promotion-dossier.mjs",Implemented
REQ-PSM-019,"Stable operator-facing entrypoints exist for common named execution packs or test groups so common workflows do not depend on the generic dispatcher alone","docs/requirements-pester-service-model-srs.md",High,TEST-PSM-019,"tools/priority/__tests__/pester-service-model-local-harness-contract.test.mjs;tests/PesterExecutionPacks.Tests.ps1","package.json;Invoke-PesterTests.ps1;tools/Run-PesterExecutionOnly.Local.ps1;tools/Invoke-CompareCli.ps1;tools/PesterExecutionPacks.ps1",Implemented
REQ-PSM-020,"Derived evidence and promotion artifacts retain provenance to the exact raw artifacts, receipts, run identities, and refs they were built from","docs/requirements-pester-service-model-srs.md",High,TEST-PSM-020,"tests/Invoke-PesterEvidenceProvenance.Tests.ps1;tests/Replay-PesterServiceModelArtifacts.Local.Tests.ps1;tools/priority/__tests__/pester-service-model-release-evidence-provenance.test.mjs;tools/priority/__tests__/pester-service-model-workflow-contract.test.mjs",".github/workflows/pester-evidence.yml;.github/workflows/pester-service-model-release-evidence.yml;tools/Invoke-PesterEvidenceProvenance.ps1;tools/Replay-PesterServiceModelArtifacts.Local.ps1;tools/priority/materialize-pester-service-model-release-evidence.mjs;tools/priority/render-pester-service-model-promotion-dossier.mjs;tests/results",Implemented
REQ-PSM-021,"Gate failures are surfaced as machine-readable operator outcomes with classification, reasons, and next-action context instead of opaque red-job signaling alone","docs/requirements-pester-service-model-srs.md",High,TEST-PSM-021,"tests/Invoke-PesterOperatorOutcome.Tests.ps1;tests/Write-PesterSummaryToStepSummary.Tests.ps1;tests/Write-PesterSummaryToStepSummary.CompactMode.Tests.ps1;tests/PesterFailurePayloadShape.Tests.ps1;tests/Replay-PesterServiceModelArtifacts.Local.Tests.ps1;tools/priority/__tests__/pester-service-model-workflow-contract.test.mjs",".github/workflows/pester-evidence.yml;tools/Invoke-PesterOperatorOutcome.ps1;scripts/Write-PesterSummaryToStepSummary.ps1;tools/Write-PesterTopFailures.ps1;tools/Replay-PesterServiceModelArtifacts.Local.ps1",Implemented
REQ-PSM-022,"Local assurance CI synthesizes standards audit results, RTM gaps, and code refs into a ranked backlog and selected next requirement for local-first development","docs/requirements-pester-service-model-srs.md",High,TEST-PSM-022,"tools/priority/__tests__/pester-service-model-local-ci.test.mjs;tools/priority/__tests__/pester-service-model-local-harness-contract.test.mjs","tools/priority/pester-service-model-local-ci.mjs;tools/priority/pester-service-model-audit-surface.yaml;package.json",Implemented
REQ-PSM-023,"The local autonomy loop applies explicit policy, active-worktree signals, and stop conditions so an agent knows when to stay local and when to escalate","docs/requirements-pester-service-model-srs.md",High,TEST-PSM-023,"tools/priority/__tests__/pester-service-model-local-ci.test.mjs;tools/priority/__tests__/pester-service-model-local-harness-contract.test.mjs","tools/priority/pester-service-model-local-ci.mjs;tools/priority/pester-service-model-autonomy-policy.json",Implemented
REQ-PSM-024,"Representative retained-artifact replay normalizes backward-compatible legacy runs without hiding the underlying evidence classification","docs/requirements-pester-service-model-srs.md",High,TEST-PSM-024,"tests/Replay-PesterServiceModelRepresentativeArtifact.Tests.ps1;tests/Invoke-PesterExecutionPostprocess.Tests.ps1;tests/Invoke-PesterEvidenceClassification.Tests.ps1","tools/Replay-PesterServiceModelArtifacts.Local.ps1;tools/Invoke-PesterExecutionPostprocess.ps1;tools/Invoke-PesterEvidenceClassification.ps1;tools/Invoke-PesterOperatorOutcome.ps1;tests/fixtures/pester-service-model/legacy-results-xml-truncated",Implemented
REQ-PSM-025,"A local Windows-container surrogate proof surface emits an explicit receipt for Docker Desktop Windows engine plus the pinned NI Windows image, including reachable Windows host bridge use from Unix or WSL coordinators","docs/requirements-pester-service-model-srs.md",High,TEST-PSM-025,"tests/Invoke-PesterWindowsContainerSurfaceProbe.Tests.ps1;tools/priority/__tests__/pester-service-model-local-harness-contract.test.mjs","tools/Invoke-PesterWindowsContainerSurfaceProbe.ps1;tools/priority/windows-host-bridge.mjs;package.json;tools/Test-WindowsNI2026q1HostPreflight.ps1;tools/Run-NIWindowsContainerCompare.ps1",Implemented
REQ-PSM-026,"The local autonomy loop consumes proof checks and reopens implemented requirements when representative local proof regresses","docs/requirements-pester-service-model-srs.md",High,TEST-PSM-026,"tools/priority/__tests__/pester-service-model-local-ci.test.mjs;tools/priority/__tests__/pester-service-model-local-harness-contract.test.mjs","tools/priority/pester-service-model-local-ci.mjs;docs/schemas/pester-service-model-local-ci-report-v1.schema.json;tools/priority/pester-service-model-autonomy-policy.json",Implemented
REQ-PSM-027,"When the next truthful proof surface is unavailable from the current host, local assurance CI emits a machine-readable escalation step instead of a human-only advisory","docs/requirements-pester-service-model-srs.md",High,TEST-PSM-027,"tools/priority/__tests__/pester-service-model-local-ci.test.mjs;tools/priority/__tests__/pester-service-model-local-harness-contract.test.mjs","tools/priority/pester-service-model-local-ci.mjs;docs/schemas/pester-service-model-local-ci-report-v1.schema.json;docs/schemas/pester-service-model-next-step-v1.schema.json;package.json",Implemented
REQ-PSM-028,"The Pester packet participates in the shared local proof program selector so requirement choice and shared-surface escalations are reconciled once for the whole local loop","docs/requirements-pester-service-model-srs.md",High,TEST-PSM-028,"tools/priority/__tests__/comparevi-local-program-ci.test.mjs;tools/priority/__tests__/pester-service-model-local-harness-contract.test.mjs","tools/priority/comparevi-local-program-ci.mjs;tools/priority/pester-service-model-local-ci.mjs;tools/priority/vi-history-local-ci.mjs;docs/schemas/comparevi-local-program-ci-report-v1.schema.json;docs/schemas/comparevi-local-program-next-step-v1.schema.json;package.json",Implemented
REQ-PSM-029,"For Windows image-backed binary-handling CI surfaces, the Pester packet remains secondary harness/evidence truth and does not own the blocking execution gate","docs/requirements-pester-service-model-srs.md",Medium,TEST-PSM-029,"tools/priority/__tests__/pester-service-model-workflow-contract.test.mjs;tools/priority/__tests__/pester-service-model-local-harness-contract.test.mjs","docs/knowledgebase/Pester-Service-Model.md;.github/workflows/vi-binary-gate.yml;.github/workflows/windows-ni-proof-reusable.yml",Implemented
